,1
921,35
3074,35
4901,35
1406,35
7997,35
4056,34
5901,34
427,34
1806,34
7121,34
1710,34
4939,34
8180,34
6161,34
6576,34
416,34
6747,34
2379,34
6813,34
1984,34
7275,34
8117,34
4615,34
7186,34
8705,34
8697,34
8454,34
4550,34
3419,34
1610,34
159,34
860,34
3643,34
8326,34
7009,34
2032,34
8049,34
1566,34
4723,34
3537,34
419,34
6978,34
5350,34
6826,34
6266,34
284,34
5028,34
1879,34
3396,34
6297,34
3335,34
7850,34
3236,34
2144,34
7699,34
8323,34
5459,34
3727,34
7647,33
2873,33
7575,33
7117,33
8425,33
5357,33
1186,33
5868,33
4138,33
222,33
6480,33
6941,33
330,33
1635,33
5747,33
3017,33
6981,33
176,33
6253,33
2554,33
8426,33
7883,33
4402,33
4554,33
1531,33
4412,33
8462,33
3140,33
1578,33
8158,33
4379,33
7087,33
1382,33
6988,33
5878,33
3354,33
593,33
6985,33
8203,33
7432,33
780,33
5799,33
5214,33
5082,33
3500,33
7285,33
2065,33
6954,33
4297,33
428,33
3091,33
8850,33
2803,33
7768,33
2685,32
2331,32
7714,32
8217,32
5845,32
6174,32
6562,32
4586,32
1568,32
589,32
321,32
2159,32
6421,32
8162,32
4866,32
166,32
5750,32
3340,32
326,32
7119,32
5290,32
4067,32
6695,32
6936,32
5972,32
4292,32
7334,32
5701,32
5268,32
8564,32
1110,32
140,32
3919,32
2698,32
6056,32
8109,32
8437,32
6732,32
6644,32
4556,32
3593,32
409,32
8798,32
1432,32
2920,32
4252,32
3418,32
5192,32
290,32
7114,32
4268,32
1461,32
5025,32
7662,32
8475,32
3564,32
490,31
8176,31
6581,31
5009,31
1271,31
4096,31
2994,31
3967,31
408,31
2478,31
7741,31
3648,31
6491,31
1106,31
911,31
8461,31
3040,31
8640,31
2057,31
4439,31
4539,31
6500,31
2545,31
4998,31
5443,31
5647,31
4580,31
6441,31
5743,31
4062,31
68,31
4417,31
3998,31
6376,31
6462,31
8579,31
1947,31
6645,31
6544,31
2058,31
545,31
617,31
2737,31
4184,31
4897,31
5843,31
850,31
8304,31
675,31
3895,31
2838,31
3228,31
6263,31
4255,31
2268,31
8352,31
7006,31
5808,31
3288,31
1155,31
157,31
1832,31
8023,31
7702,30
5564,30
4855,30
2772,30
4166,30
1985,30
488,30
8119,30
5344,30
4629,30
8177,30
1286,30
4034,30
1030,30
6630,30
3273,30
7621,30
1368,30
6470,30
5043,30
3956,30
7522,30
3009,30
5560,30
2858,30
1978,30
3969,30
8728,30
4461,30
5431,30
2157,30
8847,30
3725,30
4966,30
5483,30
7530,30
5533,30
6463,30
1784,30
8566,30
6264,30
151,30
4588,30
7975,30
5558,30
2016,30
3922,30
3414,30
2015,30
224,30
7271,30
1422,30
6835,30
523,30
3536,30
6413,30
6476,30
628,30
5976,30
6095,30
5748,30
6237,30
202,30
7116,30
4008,30
8568,30
5119,30
1965,30
8810,30
2792,30
3465,30
3631,30
7249,30
5500,30
5865,30
4302,30
960,29
1881,29
6531,29
1393,29
7261,29
865,29
6402,29
701,29
2337,29
6036,29
3661,29
6639,29
7993,29
8012,29
337,29
1755,29
4350,29
18,29
6736,29
4519,29
6529,29
3202,29
6646,29
4747,29
1308,29
1673,29
6094,29
5970,29
5771,29
3808,29
2699,29
2414,29
4947,29
4395,29
4226,29
6971,29
1391,29
6919,29
8522,29
6949,29
7729,29
719,29
8753,29
3113,29
7287,29
8147,29
888,29
6010,29
1397,29
7172,29
261,29
2141,29
1016,29
4714,29
7898,29
5197,29
189,29
1183,29
3203,29
302,29
2670,29
5798,29
94,29
4210,29
8035,29
7830,29
2566,29
7130,29
2110,29
6541,29
7875,29
8766,29
573,29
6302,29
979,29
3015,29
2707,29
3874,29
988,29
557,29
4776,29
6518,29
1647,29
2954,29
1149,28
4241,28
1876,28
8149,28
3323,28
146,28
2390,28
6570,28
7853,28
3992,28
7740,28
5146,28
750,28
4657,28
8514,28
6953,28
6916,28
7361,28
8449,28
195,28
1939,28
3102,28
5852,28
8852,28
5562,28
6889,28
6171,28
926,28
7526,28
3829,28
3162,28
8241,28
4769,28
3645,28
6072,28
6271,28
900,28
5549,28
3622,28
3569,28
3007,28
5551,28
1058,28
1235,28
3667,28
8167,28
270,28
147,28
8769,28
1132,28
3981,28
4281,28
1849,28
506,28
220,28
1861,28
6939,28
8703,28
6287,28
4514,28
8040,28
4900,28
1969,28
6846,28
4607,28
4278,28
4711,28
6005,28
1862,28
4103,28
7164,28
3850,28
502,28
2134,28
2980,28
7272,28
6855,28
8235,28
6933,28
3918,28
540,28
4328,28
8494,28
518,28
289,28
8807,27
1185,27
1679,27
4941,27
7148,27
7407,27
4190,27
7322,27
5702,27
2926,27
6727,27
480,27
5728,27
4690,27
3032,27
4348,27
1165,27
4219,27
1363,27
3311,27
4777,27
5640,27
3654,27
3711,27
2211,27
1816,27
6554,27
2187,27
2127,27
4902,27
6980,27
7246,27
3563,27
1297,27
6802,27
2538,27
8368,27
5081,27
527,27
3008,27
3675,27
2488,27
6975,27
1826,27
8141,27
4033,27
6759,27
6968,27
3608,27
2846,27
7305,27
6804,27
4273,27
752,27
3993,27
8679,27
7747,27
7943,27
57,27
2295,27
4209,27
5182,27
4428,27
956,27
5210,27
1741,27
5467,27
396,27
2472,27
6601,27
5925,27
6612,27
6048,27
6934,27
1423,27
530,27
6192,27
3574,27
1081,27
1799,27
4154,27
6780,27
6216,27
6643,27
3523,27
5916,27
7269,27
1346,27
1087,27
3286,27
6079,27
6366,27
5960,27
7705,27
1492,27
346,27
3698,27
1952,27
5440,27
3444,26
4139,26
2629,26
788,26
5019,26
5109,26
7658,26
3746,26
6097,26
2388,26
3902,26
3370,26
2956,26
3348,26
6666,26
7081,26
5572,26
747,26
948,26
1126,26
3233,26
1506,26
6487,26
8772,26
2601,26
6312,26
4609,26
2143,26
347,26
1931,26
8225,26
4823,26
1621,26
368,26
1521,26
5169,26
7497,26
2701,26
3763,26
3851,26
245,26
4873,26
952,26
1975,26
4969,26
2656,26
3205,26
882,26
5619,26
3050,26
7443,26
1095,26
4124,26
1201,26
4312,26
4907,26
5098,26
1821,26
14,26
8845,26
7467,26
7906,26
7242,26
7353,26
5918,26
718,26
2378,26
4867,26
296,26
1785,26
5816,26
3996,26
7611,26
7556,26
7759,26
440,26
5987,26
746,26
4796,26
6449,26
2594,26
6633,26
259,26
7861,26
6327,26
927,26
4730,26
1436,26
6233,26
3814,26
6039,26
2716,26
275,25
2321,25
3534,25
6002,25
6809,25
2346,25
6938,25
4477,25
5917,25
736,25
571,25
1025,25
1351,25
3307,25
5584,25
3408,25
6257,25
8045,25
6536,25
2620,25
8819,25
2183,25
8576,25
7057,25
2025,25
3065,25
5250,25
4201,25
4237,25
901,25
5902,25
1197,25
242,25
196,25
2815,25
2460,25
436,25
2761,25
6796,25
2270,25
5044,25
1747,25
3163,25
8042,25
3160,25
3052,25
4068,25
5368,25
646,25
7216,25
3497,25
5626,25
6647,25
4168,25
6322,25
1442,25
607,25
2918,25
6834,25
1274,25
7480,25
1450,25
8202,25
6367,25
5002,25
3443,25
549,25
8646,25
2396,25
2246,25
945,25
2535,25
7035,25
1730,25
7519,25
3365,25
2757,25
6874,25
1153,25
1347,25
577,25
1971,25
23,25
5276,25
8301,25
449,25
6129,25
8400,25
3620,25
1706,25
7135,25
1808,25
2071,25
756,25
962,25
3377,25
2114,25
2102,25
7494,25
8519,25
6856,24
5434,24
4627,24
3575,24
7355,24
2253,24
7226,24
104,24
37,24
1226,24
2523,24
5235,24
5149,24
7498,24
5957,24
3250,24
8506,24
2974,24
6342,24
704,24
7210,24
2998,24
3528,24
8620,24
5546,24
2170,24
4558,24
3670,24
3279,24
7618,24
5694,24
6580,24
4957,24
7578,24
5204,24
7742,24
7139,24
7767,24
1366,24
2256,24
637,24
4956,24
2916,24
4669,24
3224,24
4674,24
764,24
379,24
6295,24
2658,24
3428,24
2313,24
371,24
2802,24
425,24
7431,24
2304,24
1763,24
3701,24
7947,24
4858,24
389,24
7988,24
8168,24
2808,24
7412,24
6003,24
1444,24
4080,24
1680,24
3159,24
421,24
3034,24
1907,24
5370,24
4984,24
8429,24
8765,24
4697,24
3416,24
8002,23
8361,23
8606,23
8385,23
5628,23
154,23
5757,23
8205,23
4355,23
21,23
6298,23
7265,23
2809,23
662,23
8041,23
4531,23
8036,23
6922,23
3198,23
6751,23
4702,23
8303,23
4602,23
5810,23
2415,23
1739,23
4706,23
3216,23
1439,23
1267,23
6571,23
7386,23
8413,23
3088,23
1449,23
3680,23
8839,23
2475,23
4386,23
5658,23
3970,23
4456,23
6799,23
1736,23
7459,23
1378,23
8448,23
1748,23
6702,23
327,23
2607,23
2509,23
2529,23
6231,23
5513,23
5922,23
7790,23
276,23
2781,23
861,23
3647,23
4086,23
6928,23
1599,23
345,23
299,23
4388,23
6845,23
1291,23
4623,23
7171,23
1964,23
2989,23
3988,23
6884,23
1137,23
8024,23
7020,23
1649,23
2210,23
1759,23
2871,23
8376,23
1415,23
4613,23
1844,23
6960,23
5499,23
4061,23
445,23
3425,23
7703,23
6083,23
3731,23
3781,23
1855,23
2706,23
8052,23
3473,23
5973,23
2827,23
4498,23
1089,23
6188,23
1729,23
6246,22
1967,22
2425,22
8502,22
5921,22
5826,22
6520,22
3054,22
8801,22
2028,22
4322,22
5418,22
7248,22
7807,22
3481,22
7311,22
1425,22
6663,22
1956,22
7800,22
7802,22
8573,22
7028,22
1017,22
3149,22
7253,22
1539,22
6158,22
2041,22
7349,22
2672,22
3949,22
5729,22
3322,22
8060,22
1583,22
3223,22
7137,22
4825,22
2367,22
3835,22
4167,22
991,22
6460,22
4647,22
5395,22
3331,22
1682,22
7511,22
8073,22
505,22
350,22
8299,22
4305,22
4361,22
8155,22
2498,22
6209,22
1581,22
8761,22
1192,22
3734,22
8643,22
6716,22
2602,22
1122,22
5275,22
6815,22
773,22
469,22
5369,22
6477,22
2363,22
3005,22
8752,22
3161,22
8785,22
1565,22
8520,22
8554,22
8067,22
1357,22
5096,22
1147,22
2965,22
1795,22
5071,22
1490,22
6356,22
3664,22
4561,22
2769,22
1686,22
4905,22
7203,21
162,21
7870,21
7628,21
3259,21
8145,21
1184,21
2429,21
1018,21
1822,21
3099,21
5505,21
3410,21
4488,21
2078,21
7901,21
2091,21
2216,21
1172,21
2031,21
4928,21
4465,21
7576,21
4066,21
1064,21
3378,21
4510,21
4087,21
7995,21
5480,21
308,21
3579,21
1040,21
5050,21
4814,21
8339,21
6167,21
6254,21
5105,21
3063,21
965,21
2572,21
2394,21
1508,21
2083,21
1142,21
7617,21
7159,21
6522,21
7540,21
3011,21
2054,21
3229,21
1468,21
1356,21
6026,21
1240,21
7378,21
7829,21
8046,21
8401,21
269,21
7022,21
4639,21
5649,21
567,21
3639,21
3959,21
5753,21
2123,21
902,21
2117,21
2665,21
8854,21
3328,21
5675,21
7383,21
1281,21
6201,21
210,21
602,21
624,21
5374,21
2679,21
570,21
7730,21
2317,21
2234,21
2332,21
7026,21
2147,21
930,21
1963,21
279,21
7372,21
2131,21
4779,21
47,21
6995,21
1954,21
4944,21
6881,20
1586,20
6358,20
8337,20
3018,20
4865,20
1383,20
2865,20
5189,20
8486,20
849,20
7317,20
5715,20
6506,20
214,20
7821,20
4529,20
7112,20
1313,20
4522,20
8075,20
1692,20
4121,20
1123,20
4259,20
5582,20
6035,20
1482,20
7005,20
1233,20
3137,20
1074,20
2717,20
7439,20
4551,20
3572,20
3385,20
155,20
1842,20
6595,20
3111,20
659,20
3758,20
3571,20
1903,20
1929,20
6589,20
3516,20
4598,20
8507,20
1493,20
8344,20
3609,20
285,20
3496,20
3547,20
7810,20
8382,20
1075,20
1299,20
7720,20
4422,20
8741,20
5501,20
8604,20
5112,20
8562,20
6932,20
5508,20
2684,20
403,20
7105,20
4713,20
8325,20
5820,20
5844,20
2055,20
6331,20
6382,20
2534,20
4704,20
4464,20
1438,20
8197,20
835,20
5997,20
3049,20
53,20
8370,20
291,20
131,20
3131,20
8799,20
6567,20
735,20
1077,20
5021,20
1107,20
5927,20
5955,20
6621,20
4337,20
3486,20
3964,20
5496,20
1510,19
914,19
4129,19
853,19
3924,19
5581,19
7915,19
8739,19
3395,19
4205,19
923,19
5064,19
5012,19
1761,19
3275,19
3021,19
6479,19
5599,19
7283,19
8759,19
8659,19
3133,19
857,19
7267,19
3629,19
6973,19
5398,19
205,19
2516,19
4773,19
199,19
61,19
7899,19
5850,19
700,19
1092,19
1883,19
7392,19
6128,19
2457,19
3854,19
3445,19
1828,19
8420,19
4339,19
1897,19
4238,19
7389,19
7039,19
3852,19
7183,19
2828,19
6556,19
7151,19
3290,19
6517,19
6283,19
3881,19
7546,19
6772,19
1651,19
7166,19
8191,19
2845,19
2674,19
1026,19
5252,19
7549,19
4089,19
7400,19
3469,19
7971,19
7156,19
2682,19
1813,19
3153,19
1002,19
5133,19
5283,19
1607,19
4854,19
1181,19
3733,19
3651,19
8346,19
3824,19
7623,19
453,19
5699,19
1843,19
4850,19
8030,19
7919,19
6408,19
2794,19
4841,19
462,19
3333,19
4450,19
774,19
4752,19
8796,19
3145,19
2646,19
8621,19
4692,19
2301,19
8791,19
6952,19
8336,19
4961,19
8842,19
3884,19
7607,19
8163,19
6904,19
256,19
3728,19
4094,19
7916,19
1724,19
5312,19
687,19
4027,19
5419,19
7887,19
928,19
2087,19
7079,19
5162,19
7696,19
1324,19
7694,19
4786,19
4401,19
6848,19
7096,19
3756,19
8290,19
4780,19
8389,19
7885,19
2771,19
3780,19
7891,19
1958,19
4804,19
6198,19
8648,18
2003,18
3189,18
465,18
6516,18
1162,18
1292,18
63,18
27,18
7737,18
1109,18
206,18
4024,18
5051,18
8222,18
4104,18
6349,18
6220,18
4646,18
8814,18
7001,18
6308,18
885,18
5794,18
5650,18
8248,18
7368,18
204,18
4619,18
4335,18
4795,18
7691,18
5911,18
6521,18
1642,18
7728,18
671,18
313,18
2718,18
6667,18
7709,18
8249,18
5384,18
3590,18
5687,18
8423,18
743,18
6191,18
7697,18
5460,18
5722,18
1093,18
6018,18
8778,18
5308,18
1145,18
8625,18
7590,18
422,18
7681,18
1798,18
7525,18
1457,18
6579,18
160,18
3252,18
8787,18
2172,18
8789,18
5929,18
430,18
3723,18
5264,18
8285,18
5550,18
7142,18
4526,18
2139,18
3329,18
6013,18
1864,18
613,18
1287,18
5780,18
4381,18
2150,18
4135,18
7513,18
7388,18
5381,18
6898,18
6599,18
4054,18
4848,18
7131,18
5405,18
8232,18
3261,18
6903,18
1203,18
6588,18
6339,18
8781,18
106,18
6654,18
7966,18
7332,18
504,18
3748,18
8198,18
7303,18
4651,18
1989,18
7111,18
4831,18
8714,18
8192,18
394,18
2374,18
7070,18
2366,18
5597,18
919,18
6824,18
6773,18
4286,18
7563,18
6469,18
4587,18
5514,18
5221,18
7075,18
5230,18
3266,18
3012,18
3796,18
3304,18
3696,18
3702,18
7223,18
3,18
2748,18
3464,18
6417,18
834,18
3700,18
2542,18
7175,18
2282,18
3206,18
3565,18
7068,18
4826,18
6314,17
240,17
5128,17
5988,17
7543,17
2890,17
3603,17
4960,17
6286,17
4212,17
992,17
2192,17
3530,17
3201,17
3282,17
2207,17
4810,17
3798,17
4508,17
953,17
591,17
8650,17
2960,17
7292,17
226,17
1010,17
866,17
4628,17
7695,17
3026,17
2651,17
4535,17
1280,17
4625,17
4319,17
6893,17
6341,17
4449,17
4143,17
2008,17
6720,17
1871,17
2598,17
8062,17
2044,17
4353,17
5026,17
2887,17
6748,17
6015,17
2327,17
1737,17
3092,17
5633,17
3006,17
6384,17
2082,17
6906,17
6961,17
4218,17
2953,17
6519,17
5760,17
2505,17
4075,17
5277,17
3174,17
2193,17
2416,17
3244,17
2940,17
6850,17
6028,17
3110,17
2801,17
2311,17
8624,17
1451,17
3095,17
7047,17
2079,17
1867,17
1922,17
4398,17
1756,17
3448,17
5544,17
98,17
4038,17
7173,17
6741,17
3740,17
8725,17
3843,17
4631,17
6578,17
8229,17
8658,17
2671,17
8581,17
7496,17
791,17
4492,17
4182,17
8809,17
4015,17
5768,17
8010,17
172,17
7854,17
4411,17
6310,17
3470,17
5455,17
271,17
3693,17
3704,17
2773,17
2905,17
2720,17
3004,17
4227,17
6945,17
5216,17
4112,17
3953,17
3705,17
550,17
4216,17
1671,17
4133,17
2086,17
3129,17
8215,17
765,17
5492,17
3738,17
3600,17
6374,17
4886,17
1760,17
8424,17
7878,17
7200,17
4842,17
5770,17
5390,17
2785,17
5451,17
8680,16
6119,16
5469,16
5219,16
1312,16
839,16
4794,16
5375,16
4650,16
516,16
181,16
4416,16
4817,16
7365,16
3914,16
8727,16
7451,16
880,16
4023,16
1459,16
7876,16
2951,16
5267,16
8788,16
6656,16
8797,16
6357,16
8626,16
3118,16
4463,16
3047,16
1195,16
8170,16
5421,16
6909,16
3583,16
2326,16
2201,16
45,16
7238,16
2364,16
5245,16
1617,16
4701,16
1071,16
7610,16
8709,16
6113,16
5137,16
2116,16
2014,16
8379,16
3319,16
8313,16
995,16
6217,16
5635,16
2307,16
4289,16
5842,16
2252,16
272,16
7255,16
879,16
2796,16
6063,16
1827,16
2853,16
1207,16
8762,16
3297,16
7918,16
8223,16
697,16
3908,16
1212,16
5854,16
8220,16
7567,16
6617,16
1563,16
8228,16
5900,16
2553,16
4621,16
5733,16
8194,16
4840,16
1641,16
1912,16
6282,16
3946,16
6944,16
6660,16
1906,16
7668,16
2851,16
2280,16
6842,16
4045,16
6940,16
616,16
667,16
4899,16
1105,16
5951,16
7749,16
1542,16
7032,16
6758,16
8187,16
5793,16
1722,16
1100,16
381,16
4303,16
6818,16
6301,16
6069,16
2626,16
66,16
8029,16
5861,16
782,16
2140,16
8406,16
5488,16
5279,16
2628,16
581,16
1332,16
7266,16
6127,16
2497,16
6323,16
4887,16
5286,16
2527,16
8172,16
3557,16
5358,16
7188,16
862,16
3775,16
5448,16
5656,16
1591,16
2768,16
4659,16
848,16
2608,16
1509,16
538,16
1319,16
5251,16
4046,16
4141,16
3594,16
2353,15
1024,15
2121,15
300,15
5761,15
2427,15
1421,15
7544,15
7014,15
5110,15
1409,15
8166,15
2445,15
8623,15
3196,15
7163,15
7268,15
1275,15
4479,15
238,15
7299,15
1400,15
5735,15
7946,15
5198,15
5745,15
5539,15
5367,15
4108,15
7773,15
3962,15
2921,15
7240,15
8490,15
2190,15
6755,15
6159,15
7537,15
8418,15
7583,15
4707,15
2152,15
4504,15
6008,15
424,15
2026,15
387,15
3455,15
2986,15
5895,15
365,15
227,15
5521,15
937,15
5540,15
301,15
1389,15
2560,15
7296,15
3463,15
7033,15
4177,15
8792,15
4081,15
3677,15
5827,15
2486,15
3842,15
745,15
6883,15
3030,15
3001,15
2377,15
2790,15
3334,15
7839,15
283,15
2217,15
2006,15
6596,15
3105,15
5445,15
2526,15
6608,15
5950,15
100,15
2312,15
4365,15
3098,15
2799,15
2512,15
6911,15
6860,15
5882,15
7753,15
4042,15
8484,15
1046,15
3615,15
8154,15
5873,15
712,15
8634,15
22,15
6457,15
2590,15
7050,15
6332,15
1496,15
5680,15
8210,15
6181,15
8451,15
2517,15
107,15
1338,15
163,15
5159,15
8763,15
4934,15
6396,15
4069,15
2589,15
5604,15
8358,15
6077,15
8306,15
2406,15
2640,15
8463,15
4525,15
7762,15
2728,15
7822,15
6979,15
7890,15
7855,15
26,15
4418,15
5231,15
2228,15
1230,15
3134,15
1059,15
8007,15
4144,15
6307,15
6242,15
5984,15
6354,15
2482,15
912,15
4374,15
3926,15
1042,15
3820,15
7877,15
169,15
3194,15
5317,15
4164,15
6853,15
1594,14
7437,14
377,14
1661,14
1845,14
1428,14
3135,14
635,14
2588,14
3930,14
1358,14
1525,14
8300,14
6350,14
2132,14
6712,14
6051,14
1589,14
569,14
6709,14
5391,14
4802,14
2795,14
4333,14
228,14
6812,14
3566,14
4927,14
3749,14
966,14
2276,14
2531,14
5060,14
324,14
8252,14
6203,14
5255,14
7371,14
4818,14
2439,14
7338,14
7637,14
2178,14
7660,14
8518,14
7277,14
5506,14
4820,14
832,14
1,14
6870,14
6632,14
8294,14
2596,14
7888,14
2161,14
4774,14
3399,14
1823,14
5287,14
529,14
3405,14
1307,14
7791,14
4729,14
3256,14
562,14
6705,14
1355,14
2839,14
1251,14
5324,14
5595,14
7708,14
3157,14
560,14
1082,14
8139,14
4368,14
2751,14
544,14
6226,14
1258,14
3347,14
3617,14
4655,14
6452,14
8827,14
4724,14
2641,14
3427,14
5724,14
7521,14
7945,14
3147,14
5476,14
1782,14
4448,14
3036,14
6962,14
693,14
1625,14
658,14
8704,14
3657,14
3972,14
5897,14
1099,14
6289,14
8066,14
2633,14
8855,14
3767,14
7609,14
7376,14
4397,14
3719,14
7527,14
5930,14
8414,14
5478,14
1534,14
248,14
3726,14
2915,14
8443,14
2653,14
1178,14
1628,14
2489,14
3783,14
6560,14
1329,14
4994,14
2203,14
946,14
8350,14
4868,14
2584,14
8696,14
4458,14
6125,14
2958,14
982,14
3057,14
3380,14
8014,14
6951,14
1869,14
3433,14
6261,14
139,14
1328,14
5494,14
2298,14
639,14
5833,14
459,14
4391,14
8557,14
7423,14
8803,14
1595,14
4688,14
1670,14
5092,14
5763,14
8160,14
5629,14
2458,14
5465,14
5980,14
4357,14
2481,14
8371,14
8078,14
6324,14
7596,14
364,14
4851,14
4440,14
5716,14
4993,14
8367,13
1027,13
6162,13
8196,13
8447,13
4414,13
1133,13
3436,13
5229,13
6177,13
7364,13
8279,13
1272,13
358,13
34,13
5372,13
1239,13
8442,13
3393,13
3260,13
8334,13
7493,13
6334,13
6494,13
8273,13
7205,13
7280,13
8537,13
5380,13
1265,13
5498,13
6523,13
5296,13
1085,13
7455,13
4469,13
5226,13
4410,13
7508,13
3078,13
8374,13
268,13
2176,13
2386,13
7454,13
6370,13
138,13
2208,13
1070,13
7518,13
3277,13
6214,13
6433,13
7402,13
5427,13
5355,13
33,13
1380,13
36,13
5154,13
4387,13
2266,13
1151,13
6335,13
1375,13
3263,13
5142,13
4183,13
6309,13
6172,13
6240,13
307,13
4285,13
7424,13
7545,13
4147,13
3345,13
2049,13
2466,13
4010,13
1930,13
5848,13
2562,13
8664,13
6555,13
4506,13
7766,13
7865,13
7973,13
5674,13
8072,13
553,13
5943,13
6042,13
5592,13
443,13
4717,13
455,13
3819,13
6958,13
3801,13
6819,13
2978,13
7731,13
2996,13
4032,13
7815,13
7659,13
8084,13
6100,13
3805,13
3859,13
7685,13
6929,13
4829,13
1802,13
1445,13
535,13
1801,13
673,13
6040,13
973,13
7118,13
7138,13
3896,13
614,13
3613,13
934,13
8672,13
823,13
2464,13
8182,13
975,13
7775,13
2788,13
5894,13
8114,13
7627,13
5108,13
1691,13
8841,13
1543,13
7653,13
454,13
3020,13
4585,13
4898,13
684,13
1489,13
6023,13
749,13
5622,13
6142,13
500,13
660,13
3055,13
5992,13
2798,13
990,13
5754,13
8164,13
2695,13
4547,13
1779,13
6641,13
7061,13
690,13
4755,13
5504,13
3867,13
7634,13
1660,13
1592,13
3724,13
6104,13
3931,13
5561,13
3788,13
5933,13
993,12
2924,12
1532,12
6456,12
890,12
1204,12
8715,12
7677,12
5471,12
3369,12
5103,12
6636,12
5129,12
6942,12
8503,12
4283,12
3598,12
4892,12
1757,12
2888,12
6584,12
2137,12
1957,12
142,12
4231,12
1372,12
4390,12
721,12
6974,12
5758,12
8102,12
893,12
4601,12
1348,12
2847,12
4457,12
1252,12
2385,12
2265,12
2546,12
2354,12
2502,12
7956,12
1131,12
4889,12
4204,12
6488,12
827,12
311,12
4157,12
8684,12
438,12
4754,12
636,12
6590,12
1937,12
8826,12
2841,12
1008,12
5079,12
494,12
493,12
8631,12
7789,12
2097,12
887,12
4058,12
3059,12
5173,12
6249,12
5989,12
5636,12
6041,12
432,12
7806,12
6586,12
801,12
4078,12
2715,12
1478,12
3207,12
5167,12
7813,12
6986,12
4952,12
5801,12
378,12
7140,12
197,12
1983,12
8026,12
1786,12
5052,12
2447,12
121,12
5272,12
7736,12
1420,12
590,12
7734,12
7735,12
4997,12
5454,12
7570,12
7880,12
6299,12
4496,12
1878,12
5682,12
4863,12
1618,12
1987,12
2323,12
3120,12
8009,12
8373,12
1019,12
4684,12
5676,12
7326,12
1955,12
2515,12
8190,12
8768,12
757,12
5458,12
6788,12
4028,12
8086,12
8347,12
1062,12
119,12
8121,12
881,12
1414,12
8774,12
4681,12
5705,12
1925,12
686,12
8307,12
7004,12
6723,12
575,12
3068,12
8356,12
1717,12
334,12
4020,12
7062,12
7217,12
1174,12
6992,12
3474,12
1699,12
5526,12
5401,12
7031,12
3548,12
7157,12
6557,12
6989,12
5406,12
5323,12
1392,12
5577,12
7227,12
1970,12
3186,12
217,12
6786,12
145,12
7059,12
5244,12
7197,12
5856,12
2892,12
2787,12
1098,12
6626,12
5000,12
4553,12
3121,12
4642,12
7180,12
2942,12
7088,12
2381,12
5678,12
5088,12
8171,12
7202,12
8091,12
278,12
5890,12
2945,12
2819,12
5665,12
4699,12
6821,12
6110,12
7770,12
8132,12
1701,12
4505,12
1723,12
895,12
8524,11
225,11
807,11
1833,11
4564,11
7288,11
1354,11
645,11
2375,11
7484,11
3397,11
2537,11
3713,11
2766,11
3955,11
634,11
3556,11
6465,11
2543,11
1835,11
6464,11
6272,11
7937,11
2814,11
1988,11
73,11
1770,11
3624,11
597,11
6087,11
4247,11
4131,11
8446,11
3672,11
5392,11
5720,11
5365,11
4637,11
8730,11
969,11
5893,11
3846,11
2212,11
606,11
4263,11
1582,11
3839,11
7665,11
6078,11
1608,11
8227,11
4253,11
1780,11
3828,11
6899,11
8116,11
1602,11
5698,11
5386,11
5692,11
2611,11
6717,11
759,11
8125,11
2088,11
4134,11
762,11
6895,11
7756,11
3225,11
5153,11
8137,11
972,11
2090,11
1334,11
3694,11
8821,11
627,11
2356,11
8148,11
8079,11
1333,11
909,11
985,11
1255,11
4726,11
533,11
8153,11
2551,11
7396,11
231,11
1820,11
3303,11
7482,11
1746,11
4816,11
4819,11
5076,11
5741,11
7214,11
235,11
1556,11
8720,11
2291,11
3212,11
2577,11
8802,11
1318,11
5262,11
5903,11
4876,11
1639,11
3368,11
4049,11
784,11
8115,11
2991,11
6930,11
8489,11
6281,11
6221,11
1536,11
7688,11
1094,11
2719,11
650,11
8609,11
845,11
8608,11
8398,11
7532,11
6563,11
6156,11
6798,11
1210,11
4811,11
3272,11
8540,11
5781,11
101,11
653,11
2148,11
5529,11
64,11
6150,11
6256,11
1702,11
8019,11
5495,11
8530,11
5217,11
1429,11
4503,11
1719,11
3938,11
2760,11
6258,11
6984,11
2708,11
8637,11
6976,11
11,11
3429,11
5786,11
4105,11
3181,11
8001,11
5008,11
1949,11
2033,11
4301,11
353,11
3180,11
2412,11
4971,11
4110,11
3422,11
5011,11
62,11
1228,11
2411,11
6126,11
426,11
3125,11
8392,11
1031,11
7595,11
7387,11
3784,11
3535,11
3787,11
5765,11
7002,11
3950,11
7635,11
1886,11
2,11
2023,11
6236,11
716,11
4562,11
1419,11
3167,11
8028,11
4153,11
190,11
6239,11
1404,11
1486,11
4954,11
399,11
393,11
5523,11
6838,10
3804,10
5416,10
1643,10
7463,10
258,10
1384,10
5790,10
6766,10
2001,10
4985,10
4362,10
3911,10
6673,10
2750,10
1974,10
4520,10
363,10
2830,10
2624,10
7356,10
7230,10
4877,10
4106,10
2077,10
5069,10
4938,10
4990,10
2111,10
6222,10
3097,10
7430,10
184,10
3254,10
4359,10
8189,10
4095,10
4790,10
2800,10
7558,10
8150,10
2355,10
8698,10
7554,10
1330,10
8780,10
1895,10
5510,10
580,10
8618,10
8578,10
3373,10
6507,10
2310,10
6411,10
733,10
1161,10
359,10
6661,10
7859,10
4396,10
5638,10
433,10
6169,10
